,action,destIP,srcIP
1441,DENY,3.8.0.0-3.8.255.255,7.9.0.0-7.9.127.255
1442,DENY,9.2.0.0-9.2.255.255,0.0.0.0-31.255.255.255
1443,DENY,7.10.4.0-7.10.5.255,3.10.0.0-3.10.127.255
1444,ALLOW,5.1.2.0-5.1.2.127,4.0.0.0-4.63.255.255
1445,DENY,8.4.0.0-8.4.31.255,6.7.0.0-6.7.63.255
1446,ALLOW,0.0.0.0-3.255.255.255,2.2.4.0-2.2.4.63
1447,ALLOW,6.6.6.0-6.6.6.15,5.0.0.0-5.7.255.255
1448,DENY,3.4.9.8-3.4.9.9,9.1.0.0-9.1.255.255
1449,DENY,9.1.0.0-9.1.255.255,3.0.0.0-3.255.255.255
1450,DENY,10.1.8.0-10.1.15.255,2.0.0.0-2.31.255.255
1451,ALLOW,6.10.0.0-6.10.15.255,8.0.0.0-15.255.255.255
1452,ALLOW,1.9.9.0-1.9.9.3,6.4.0.0-6.4.15.255
1453,ALLOW,3.5.0.0-3.5.63.255,6.4.8.0-6.4.8.15
1454,DENY,3.4.0.0-3.4.255.255,6.3.3.0-6.3.3.3
1455,DENY,9.10.8.0-9.10.11.255,4.0.0.0-7.255.255.255
1456,ALLOW,0.0.0.0-31.255.255.255,8.9.0.0-8.9.15.255
1457,ALLOW,10.0.0.0-10.63.255.255,10.6.4.0-10.6.4.63
1458,DENY,9.0.0.0-9.127.255.255,3.2.9.0-3.2.9.31
1459,ALLOW,10.0.0.0-11.255.255.255,0.0.0.0-255.255.255.255
1460,DENY,8.0.0.0-11.255.255.255,0.0.0.0-31.255.255.255
1461,DENY,0.0.0.0-127.255.255.255,6.8.3.0-6.8.3.31
1462,ALLOW,1.6.5.0-1.6.5.15,1.10.2.0-1.10.2.255
1463,ALLOW,3.4.9.2,5.0.0.0-5.255.255.255
1464,DENY,10.3.9.0-10.3.9.31,6.0.0.0-6.3.255.255
1465,DENY,2.0.0.0-2.3.255.255,9.4.0.0-9.4.127.255
1466,DENY,1.5.10.0-1.5.11.255,1.0.0.0-1.31.255.255
1467,ALLOW,5.8.0.0-5.9.255.255,2.0.0.0-2.255.255.255
1468,DENY,0.0.0.0-3.255.255.255,10.0.0.0-10.255.255.255
1469,ALLOW,7.6.0.0-7.6.127.255,8.0.0.0-9.255.255.255
1470,ALLOW,0.0.0.0-63.255.255.255,7.8.3.9
1471,ALLOW,0.0.0.0-127.255.255.255,0.0.0.0-63.255.255.255
1472,ALLOW,2.7.3.0-2.7.3.255,6.0.0.0-7.255.255.255
1473,DENY,7.4.0.0-7.5.255.255,1.9.0.0-1.9.7.255
1474,DENY,9.1.3.8-9.1.3.15,3.5.0.0-3.5.127.255
1475,ALLOW,0.0.0.0-15.255.255.255,0.0.0.0-31.255.255.255
1476,ALLOW,8.9.0.0-8.9.1.255,9.8.6.0-9.8.7.255
1477,ALLOW,9.3.6.10-9.3.6.11,9.6.0.0-9.6.7.255
1478,DENY,5.0.0.0-5.127.255.255,2.8.0.0-2.8.3.255
1479,DENY,8.7.6.8-8.7.6.15,10.0.0.0-10.1.255.255
1480,DENY,3.1.0.0-3.1.15.255,4.0.0.0-4.7.255.255
1481,DENY,0.0.0.0-7.255.255.255,3.8.0.0-3.15.255.255
1482,ALLOW,6.3.0.0-6.3.31.255,5.5.10.0-5.5.10.127
1483,ALLOW,1.10.1.0-1.10.1.255,4.9.0.0-4.9.31.255
1484,ALLOW,2.0.0.0-3.255.255.255,9.1.0.0-9.1.63.255
1485,ALLOW,3.4.2.10,8.0.0.0-11.255.255.255
1486,DENY,6.7.1.0-6.7.1.127,0.0.0.0-3.255.255.255
1487,DENY,0.0.0.0-255.255.255.255,2.8.0.0-2.11.255.255
1488,DENY,0.0.0.0-7.255.255.255,2.6.1.0-2.6.1.127
1489,ALLOW,1.1.4.0-1.1.7.255,5.0.0.0-5.127.255.255
1490,DENY,10.0.0.0-10.127.255.255,1.10.7.0-1.10.7.127
1491,ALLOW,7.0.0.0-7.31.255.255,8.0.0.0-15.255.255.255
1492,DENY,0.0.0.0-15.255.255.255,8.0.0.0-8.31.255.255
1493,DENY,7.3.0.0-7.3.31.255,9.9.8.0-9.9.8.63
1494,DENY,7.0.0.0-7.31.255.255,3.0.0.0-3.63.255.255
1495,DENY,3.6.2.0-3.6.3.255,8.2.5.8-8.2.5.9
1496,ALLOW,4.10.0.0-4.10.31.255,0.0.0.0-127.255.255.255
1497,DENY,0.0.0.0-15.255.255.255,4.1.2.8-4.1.2.9
1498,ALLOW,4.0.0.0-4.1.255.255,0.0.0.0-31.255.255.255
1499,ALLOW,7.8.0.0-7.11.255.255,0.0.0.0-3.255.255.255
1500,DENY,1.1.1.1,1.1.1.1
1501,DENY,0.0.0.0-255.255.255.255,0.0.0.0-255.255.255.255
